image_path,split,filename,timestamp,clarity_score,turbidity_score,unscoreable_reason,dcp_raw,tenengrad_raw,blue_dom_raw,uicm_raw,dcp_score,tenengrad_score,blue_dom_score,uicm_score,image_w,image_h
data\train\images\20230813-140036-IPC608_8B64_165.jpg,train,20230813-140036-IPC608_8B64_165.jpg,20230813-140036,32.85,67.15,,38.7,1912.309,1.207,0.01275,79.5,69.54,45.54,53.83,1920,1080
data\train\images\20230813-173036-IPC608_8B64_165.jpg,train,20230813-173036-IPC608_8B64_165.jpg,20230813-173036,40.34,59.66,,34.983,1676.337,1.3291,0.01343,66.9,73.48,29.38,49.81,1920,1080
data\train\images\20230814-060036-IPC608_8B64_165.jpg,train,20230814-060036-IPC608_8B64_165.jpg,20230814-060036,53.1,46.9,,33.161,3785.96,1.1787,0.01971,60.72,38.22,49.29,12.87,1920,1080
data\train\images\20230815-110036-IPC608_8B64_165.jpg,train,20230815-110036-IPC608_8B64_165.jpg,20230815-110036,43.13,56.87,,37.663,3434.986,1.1276,0.01844,75.99,44.09,56.04,20.35,1920,1080
data\train\images\20230815-180036-IPC608_8B64_165.jpg,train,20230815-180036-IPC608_8B64_165.jpg,20230815-180036,39.01,60.99,,33.379,546.945,1.4591,0.01125,61.46,92.36,12.18,62.64,1920,1080
data\train\images\20230815-183036-IPC608_8B64_165.jpg,train,20230815-183036-IPC608_8B64_165.jpg,20230815-183036,33.24,66.76,,37.242,837.146,1.2752,0.01615,74.56,87.51,36.51,33.85,1920,1080
data\train\images\20230817-090036-IPC608_8B64_165.jpg,train,20230817-090036-IPC608_8B64_165.jpg,20230817-090036,58.69,41.31,,32.044,4483.306,1.1518,0.02288,56.93,26.57,52.84,0.0,1920,1080
data\train\images\20230817-100036-IPC608_8B64_165.jpg,train,20230817-100036-IPC608_8B64_165.jpg,20230817-100036,46.63,53.37,,36.342,3567.157,1.1198,0.02056,71.51,41.88,57.08,7.89,1920,1080
data\train\images\20230817-113036-IPC608_8B64_165.jpg,train,20230817-113036-IPC608_8B64_165.jpg,20230817-113036,37.62,62.38,,37.867,2435.523,1.1808,0.01567,76.68,60.79,49.01,36.64,1920,1080
data\train\images\20230817-180036-IPC608_8B64_165.jpg,train,20230817-180036-IPC608_8B64_165.jpg,20230817-180036,46.97,53.03,,31.204,1290.169,1.4586,0.01346,54.09,79.94,12.25,49.65,1920,1080
data\train\images\20230818-160036-IPC608_8B64_165.jpg,train,20230818-160036-IPC608_8B64_165.jpg,20230818-160036,34.65,65.35,,36.293,1272.816,1.2955,0.01173,71.34,80.23,33.82,59.83,1920,1080
data\train\images\20230818-170036-IPC608_8B64_165.jpg,train,20230818-170036-IPC608_8B64_165.jpg,20230818-170036,35.63,64.37,,35.658,1113.104,1.3357,0.0115,69.19,82.9,28.51,61.18,1920,1080
data\train\images\20230820-093036-IPC608_8B64_165.jpg,train,20230820-093036-IPC608_8B64_165.jpg,20230820-093036,42.02,57.98,,36.79,3017.627,1.149,0.01713,73.03,51.06,53.21,28.06,1920,1080
data\train\images\20230821-063036-IPC608_8B64_165.jpg,train,20230821-063036-IPC608_8B64_165.jpg,20230821-063036,54.88,45.12,,33.492,4158.556,1.1437,0.02196,61.84,31.99,53.92,0.0,1920,1080
data\train\images\20230821-170036-IPC608_8B64_165.jpg,train,20230821-170036-IPC608_8B64_165.jpg,20230821-170036,23.66,76.34,,40.206,805.159,1.2671,0.00733,84.61,88.04,37.59,85.7,1920,1080
data\train\images\20230821-173036-IPC608_8B64_165.jpg,train,20230821-173036-IPC608_8B64_165.jpg,20230821-173036,20.69,79.31,,40.929,541.524,1.257,0.00666,87.06,92.45,38.92,89.63,1920,1080
data\train\images\20230822-063036-IPC608_8B64_165.jpg,train,20230822-063036-IPC608_8B64_165.jpg,20230822-063036,39.79,60.21,,36.072,2106.644,1.1763,0.01822,70.59,66.29,49.6,21.62,1920,1080
data\train\images\20230822-113036-IPC608_8B64_165.jpg,train,20230822-113036-IPC608_8B64_165.jpg,20230822-113036,23.76,76.24,,42.623,1355.809,1.1256,0.01475,92.8,78.84,56.31,42.09,1920,1080
data\train\images\20230822-140036-IPC608_8B64_165.jpg,train,20230822-140036-IPC608_8B64_165.jpg,20230822-140036,23.19,76.81,,40.384,918.656,1.21,0.00854,85.21,86.15,45.14,78.57,1920,1080
data\train\images\20230822-180036-IPC608_8B64_165.jpg,train,20230822-180036-IPC608_8B64_165.jpg,20230822-180036,37.26,62.74,,34.873,1039.359,1.3852,0.01085,66.53,84.13,21.96,65.0,1920,1080
data\train\images\20230824-150036-IPC608_8B64_165.jpg,train,20230824-150036-IPC608_8B64_165.jpg,20230824-150036,26.6,73.4,,38.674,726.101,1.2938,0.00827,79.41,89.36,34.06,80.17,1920,1080
data\train\images\20230824-183036-IPC608_8B64_165.jpg,train,20230824-183036-IPC608_8B64_165.jpg,20230824-183036,35.49,64.51,,35.201,868.305,1.1221,0.02915,67.64,86.99,56.77,0.0,1920,1080
data\train\images\20230825-063036-IPC608_8B64_165.jpg,train,20230825-063036-IPC608_8B64_165.jpg,20230825-063036,30.62,69.38,,38.446,1127.975,1.2017,0.01531,78.64,82.65,46.25,38.74,1920,1080
data\train\images\20230825-170036-IPC608_8B64_165.jpg,train,20230825-170036-IPC608_8B64_165.jpg,20230825-170036,35.11,64.89,,34.985,700.191,1.3869,0.01027,66.91,89.8,21.73,68.44,1920,1080
data\train\images\20230826-090036-IPC608_8B64_165.jpg,train,20230826-090036-IPC608_8B64_165.jpg,20230826-090036,40.48,59.52,,37.755,3043.595,1.1179,0.01791,76.3,50.63,57.33,23.49,1920,1080
data\train\images\20230826-100036-IPC608_8B64_165.jpg,train,20230826-100036-IPC608_8B64_165.jpg,20230826-100036,29.76,70.24,,41.747,2739.681,1.0492,0.01458,89.84,55.71,66.42,43.07,1920,1080
data\train\images\20230826-103036-IPC608_8B64_165.jpg,train,20230826-103036-IPC608_8B64_165.jpg,20230826-103036,42.36,57.64,,38.643,3585.004,1.1261,0.01817,79.31,41.58,56.24,21.92,1920,1080
data\train\images\20230826-113036-IPC608_8B64_165.jpg,train,20230826-113036-IPC608_8B64_165.jpg,20230826-113036,37.33,62.67,,39.804,3134.246,1.1714,0.0141,83.25,49.11,50.25,45.86,1920,1080
data\train\images\20230826-170036-IPC608_8B64_165.jpg,train,20230826-170036-IPC608_8B64_165.jpg,20230826-170036,53.13,46.87,,22.127,511.927,1.4733,0.00897,23.31,92.94,10.29,76.07,1920,1080
data\train\images\20230827-110036-IPC608_8B64_165.jpg,train,20230827-110036-IPC608_8B64_165.jpg,20230827-110036,37.26,62.74,,34.95,1515.225,1.2975,0.01092,66.79,76.17,33.56,64.61,1920,1080
data\train\images\20230828-093036-IPC608_8B64_165.jpg,train,20230828-093036-IPC608_8B64_165.jpg,20230828-093036,33.22,66.78,,38.863,1886.489,1.213,0.01371,80.05,69.97,44.74,48.18,1920,1080
data\train\images\20230828-140036-IPC608_8B64_165.jpg,train,20230828-140036-IPC608_8B64_165.jpg,20230828-140036,29.84,70.16,,39.382,1515.424,1.2653,0.00996,81.81,76.17,37.82,70.24,1920,1080
data\train\images\20230829-080036-IPC608_8B64_165.jpg,train,20230829-080036-IPC608_8B64_165.jpg,20230829-080036,47.82,52.18,,34.95,3371.528,1.189,0.01793,66.79,45.15,47.92,23.32,1920,1080
data\train\images\20230829-113036-IPC608_8B64_165.jpg,train,20230829-113036-IPC608_8B64_165.jpg,20230829-113036,39.93,60.07,,38.039,3039.698,1.1633,0.01562,77.26,50.69,51.33,36.93,1920,1080
data\train\images\20230829-183036-IPC608_8B64_165.jpg,train,20230829-183036-IPC608_8B64_165.jpg,20230829-183036,55.05,44.95,,13.681,585.958,0.8925,0.03333,0.0,91.71,87.17,0.0,1920,1080
data\train\images\20230830-103036-IPC608_8B64_165.jpg,train,20230830-103036-IPC608_8B64_165.jpg,20230830-103036,60.38,39.62,,33.46,5537.573,1.1519,0.01906,61.74,8.95,52.83,16.7,1920,1080
data\train\images\20230830-113036-IPC608_8B64_165.jpg,train,20230830-113036-IPC608_8B64_165.jpg,20230830-113036,51.84,48.16,,34.019,4023.05,1.1997,0.01659,63.63,34.26,46.51,31.25,1920,1080
data\train\images\20230830-143036-IPC608_8B64_165.jpg,train,20230830-143036-IPC608_8B64_165.jpg,20230830-143036,35.9,64.1,,36.857,1658.638,1.2842,0.01237,73.25,73.78,35.32,56.06,1920,1080
data\train\images\20230830-180036-IPC608_8B64_165.jpg,train,20230830-180036-IPC608_8B64_165.jpg,20230830-180036,45.78,54.22,,32.401,1705.106,1.413,0.01271,58.14,73.0,18.28,54.05,1920,1080
data\train\images\20230831-060036-IPC608_8B64_165.jpg,train,20230831-060036-IPC608_8B64_165.jpg,20230831-060036,60.72,39.28,,30.097,4198.455,1.2376,0.01944,50.34,31.33,41.49,14.45,1920,1080
data\train\images\20230831-080037-IPC608_8B64_165.jpg,train,20230831-080037-IPC608_8B64_165.jpg,20230831-080037,70.46,29.54,,29.176,6516.031,1.1483,0.0245,47.21,0.0,53.3,0.0,1920,1080
data\train\images\20230901-090036-IPC608_8B64_165.jpg,train,20230901-090036-IPC608_8B64_165.jpg,20230901-090036,59.92,40.08,,32.102,4703.662,1.1711,0.02137,57.13,22.88,50.29,3.1,1920,1080
data\train\images\20230901-163036-IPC608_8B64_165.jpg,train,20230901-163036-IPC608_8B64_165.jpg,20230901-163036,40.12,59.88,,36.107,2321.586,1.2842,0.01218,70.71,62.7,35.32,57.2,1920,1080
data\train\images\20230902-070036-IPC608_8B64_165.jpg,train,20230902-070036-IPC608_8B64_165.jpg,20230902-070036,51.78,48.22,,31.915,3281.13,1.1982,0.01801,56.5,46.66,46.7,22.86,1920,1080
data\train\images\20230904-150037-IPC608_8B64_165.jpg,train,20230904-150037-IPC608_8B64_165.jpg,20230904-150037,10.49,89.51,,45.066,460.553,1.1169,0.00511,100.0,93.8,57.46,98.74,1920,1080
data\train\images\20230904-173036-IPC608_8B64_165.jpg,train,20230904-173036-IPC608_8B64_165.jpg,20230904-173036,20.16,79.84,,40.67,454.085,1.2794,0.00391,86.18,93.91,35.96,100.0,1920,1080
data\train\images\20230905-150036-IPC608_8B64_165.jpg,train,20230905-150036-IPC608_8B64_165.jpg,20230905-150036,21.46,78.54,,41.225,784.877,1.2943,0.0047,88.06,88.38,33.99,100.0,1920,1080
data\train\images\20230914-080036-IPC608_8B64_165.jpg,train,20230914-080036-IPC608_8B64_165.jpg,20230914-080036,48.77,51.23,,34.31,3331.163,1.1866,0.01852,64.62,45.82,48.23,19.87,1920,1080
data\train\images\20230914-100036-IPC608_8B64_165.jpg,train,20230914-100036-IPC608_8B64_165.jpg,20230914-100036,40.59,59.41,,37.837,2989.402,1.1525,0.01721,76.58,51.54,52.75,27.61,1920,1080
data\train\images\20230914-103036-IPC608_8B64_165.jpg,train,20230914-103036-IPC608_8B64_165.jpg,20230914-103036,42.09,57.91,,36.768,2942.106,1.1689,0.01695,72.95,52.33,50.58,29.1,1920,1080
data\train\images\20230914-110501-IPC608_8B64_165.jpg,train,20230914-110501-IPC608_8B64_165.jpg,20230914-110501,32.38,67.62,,39.736,2035.328,1.1759,0.0147,83.02,67.48,49.66,42.33,1920,1080
data\train\images\20230914-111501-IPC608_8B64_165.jpg,train,20230914-111501-IPC608_8B64_165.jpg,20230914-111501,23.89,76.11,,42.085,1219.846,1.1748,0.01268,90.98,81.11,49.8,54.25,1920,1080
data\train\images\20230914-112001-IPC608_8B64_165.jpg,train,20230914-112001-IPC608_8B64_165.jpg,20230914-112001,23.22,76.78,,41.999,1096.58,1.1884,0.01179,90.69,83.17,48.0,59.49,1920,1080
data\train\images\20230914-122001-IPC608_8B64_165.jpg,train,20230914-122001-IPC608_8B64_165.jpg,20230914-122001,21.38,78.62,,41.701,717.635,1.2125,0.01011,89.68,89.51,44.81,69.33,1920,1080
data\train\images\20230914-122501-IPC608_8B64_165.jpg,train,20230914-122501-IPC608_8B64_165.jpg,20230914-122501,19.93,80.07,,42.206,676.494,1.1977,0.00982,91.39,90.19,46.77,71.06,1920,1080
data\train\images\20230914-124001-IPC608_8B64_165.jpg,train,20230914-124001-IPC608_8B64_165.jpg,20230914-124001,16.05,83.95,,43.751,439.222,1.2034,0.00855,96.63,94.16,46.01,78.53,1920,1080
data\train\images\20230914-124502-IPC608_8B64_165.jpg,train,20230914-124502-IPC608_8B64_165.jpg,20230914-124502,18.32,81.68,,42.682,490.633,1.2258,0.00851,93.01,93.3,43.05,78.75,1920,1080
data\train\images\20230914-133501-IPC608_8B64_165.jpg,train,20230914-133501-IPC608_8B64_165.jpg,20230914-133501,23.01,76.99,,40.205,501.812,1.2659,0.00886,84.6,93.11,37.74,76.69,1920,1080
data\train\images\20230914-134001-IPC608_8B64_165.jpg,train,20230914-134001-IPC608_8B64_165.jpg,20230914-134001,21.22,78.78,,40.907,494.52,1.2506,0.0082,86.99,93.23,39.77,80.61,1920,1080
data\train\images\20230914-142501-IPC608_8B64_165.jpg,train,20230914-142501-IPC608_8B64_165.jpg,20230914-142501,25.38,74.62,,38.87,400.78,1.3033,0.00899,80.08,94.8,32.79,75.92,1920,1080
data\train\images\20230914-154501-IPC608_8B64_165.jpg,train,20230914-154501-IPC608_8B64_165.jpg,20230914-154501,27.75,72.25,,37.985,464.616,1.3243,0.00949,77.08,93.73,30.02,72.98,1920,1080
data\train\images\20230914-160001-IPC608_8B64_165.jpg,train,20230914-160001-IPC608_8B64_165.jpg,20230914-160001,28.54,71.46,,37.816,455.881,1.3426,0.00971,76.51,93.88,27.6,71.68,1920,1080
data\train\images\20230914-160501-IPC608_8B64_165.jpg,train,20230914-160501-IPC608_8B64_165.jpg,20230914-160501,31.14,68.86,,36.817,679.129,1.3413,0.00997,73.12,90.15,27.77,70.15,1920,1080
data\train\images\20230914-171002-IPC608_8B64_165.jpg,train,20230914-171002-IPC608_8B64_165.jpg,20230914-171002,36.34,63.66,,34.552,632.886,1.4292,0.01003,65.44,90.92,16.13,69.85,1920,1080
data\train\images\20230914-172001-IPC608_8B64_165.jpg,train,20230914-172001-IPC608_8B64_165.jpg,20230914-172001,37.28,62.72,,33.994,589.424,1.4581,0.00941,63.55,91.65,12.3,73.48,1920,1080
data\train\images\20230914-172501-IPC608_8B64_165.jpg,train,20230914-172501-IPC608_8B64_165.jpg,20230914-172501,36.73,63.27,,34.23,613.877,1.4528,0.00905,64.35,91.24,13.01,75.57,1920,1080
data\train\images\20230914-180501-IPC608_8B64_165.jpg,train,20230914-180501-IPC608_8B64_165.jpg,20230914-180501,64.79,35.21,,13.977,323.096,1.8321,0.01105,0.0,96.1,0.0,63.83,1920,1080
data\train\images\20230915-071001-IPC608_8B64_165.jpg,train,20230915-071001-IPC608_8B64_165.jpg,20230915-071001,34.02,65.98,,37.05,1443.302,1.2361,0.01363,73.91,77.38,41.69,48.65,1920,1080
data\train\images\20230915-071501-IPC608_8B64_165.jpg,train,20230915-071501-IPC608_8B64_165.jpg,20230915-071501,33.39,66.61,,36.999,1311.522,1.2362,0.01355,73.73,79.58,41.68,49.1,1920,1080
data\train\images\20230915-072501-IPC608_8B64_165.jpg,train,20230915-072501-IPC608_8B64_165.jpg,20230915-072501,27.13,72.87,,39.346,999.281,1.2243,0.01152,81.69,84.8,43.25,61.07,1920,1080
data\train\images\20230915-075001-IPC608_8B64_165.jpg,train,20230915-075001-IPC608_8B64_165.jpg,20230915-075001,26.8,73.2,,40.933,1401.56,1.1858,0.01292,87.07,78.07,48.35,52.82,1920,1080
data\train\images\20230915-081501-IPC608_8B64_165.jpg,train,20230915-081501-IPC608_8B64_165.jpg,20230915-081501,26.93,73.07,,39.298,961.91,1.2295,0.01116,81.53,85.42,42.56,63.17,1920,1080
data\train\images\20230915-095001-IPC608_8B64_165.jpg,train,20230915-095001-IPC608_8B64_165.jpg,20230915-095001,23.03,76.97,,41.785,981.295,1.2002,0.01142,89.96,85.1,46.44,61.64,1920,1080
data\train\images\20230915-103001-IPC608_8B64_165.jpg,train,20230915-103001-IPC608_8B64_165.jpg,20230915-103001,30.42,69.58,,37.802,1194.99,1.2358,0.01136,76.46,81.53,41.72,61.97,1920,1080
data\train\images\20230916-055001-IPC608_8B64_165.jpg,train,20230916-055001-IPC608_8B64_165.jpg,20230916-055001,46.61,53.39,,30.245,1354.029,1.4415,0.01087,50.84,78.87,14.51,64.9,1920,1080
data\train\images\20230916-060501-IPC608_8B64_165.jpg,train,20230916-060501-IPC608_8B64_165.jpg,20230916-060501,38.1,61.9,,34.909,1473.689,1.3345,0.01094,66.65,76.87,28.67,64.49,1920,1080
data\train\images\20230916-063001-IPC608_8B64_165.jpg,train,20230916-063001-IPC608_8B64_165.jpg,20230916-063001,32.34,67.66,,37.383,1227.427,1.3053,0.01027,75.04,80.98,32.53,68.39,1920,1080
data\train\images\20230916-065501-IPC608_8B64_165.jpg,train,20230916-065501-IPC608_8B64_165.jpg,20230916-065501,41.12,58.88,,35.419,2123.554,1.2532,0.01537,68.38,66.01,39.42,38.38,1920,1080
data\train\images\20230916-095501-IPC608_8B64_165.jpg,train,20230916-095501-IPC608_8B64_165.jpg,20230916-095501,33.48,66.52,,41.378,2347.478,1.0931,0.02142,88.58,62.26,60.61,2.84,1920,1080
data\train\images\20230916-100001-IPC608_8B64_165.jpg,train,20230916-100001-IPC608_8B64_165.jpg,20230916-100001,36.64,63.36,,39.758,2499.665,1.114,0.02081,83.09,59.72,57.84,6.42,1920,1080
data\train\images\20230916-111501-IPC608_8B64_165.jpg,train,20230916-111501-IPC608_8B64_165.jpg,20230916-111501,34.61,65.39,,38.434,1883.988,1.1637,0.01731,78.6,70.01,51.26,26.98,1920,1080
data\train\images\20230916-142001-IPC608_8B64_165.jpg,train,20230916-142001-IPC608_8B64_165.jpg,20230916-142001,34.0,66.0,,35.998,884.307,1.3037,0.01289,70.34,86.72,32.74,53.02,1920,1080
data\train\images\20230916-150501-IPC608_8B64_165.jpg,train,20230916-150501-IPC608_8B64_165.jpg,20230916-150501,24.25,75.75,,40.226,625.511,1.2818,0.00926,84.68,91.04,35.64,74.34,1920,1080
data\train\images\20230916-162001-IPC608_8B64_165.jpg,train,20230916-162001-IPC608_8B64_165.jpg,20230916-162001,28.14,71.86,,38.657,606.165,1.2959,0.01179,79.36,91.37,33.77,59.48,1920,1080
data\train\images\20230916-163501-IPC608_8B64_165.jpg,train,20230916-163501-IPC608_8B64_165.jpg,20230916-163501,28.44,71.56,,39.087,782.257,1.2968,0.01175,80.82,88.43,33.66,59.71,1920,1080
data\train\images\20230916-165001-IPC608_8B64_165.jpg,train,20230916-165001-IPC608_8B64_165.jpg,20230916-165001,32.81,67.19,,37.137,861.368,1.3131,0.01327,74.2,87.1,31.5,50.75,1920,1080
data\train\images\20230916-170501-IPC608_8B64_165.jpg,train,20230916-170501-IPC608_8B64_165.jpg,20230916-170501,32.75,67.25,,36.877,940.028,1.3088,0.0121,73.32,85.79,32.07,57.67,1920,1080
data\train\images\20230916-171001-IPC608_8B64_165.jpg,train,20230916-171001-IPC608_8B64_165.jpg,20230916-171001,30.15,69.85,,38.968,1122.696,1.2761,0.0124,80.41,82.74,36.39,55.89,1920,1080
data\train\images\20230916-171501-IPC608_8B64_165.jpg,train,20230916-171501-IPC608_8B64_165.jpg,20230916-171501,32.35,67.65,,37.536,1007.091,1.2952,0.01297,75.56,84.67,33.87,52.51,1920,1080
data\train\images\20230916-174501-IPC608_8B64_165.jpg,train,20230916-174501-IPC608_8B64_165.jpg,20230916-174501,40.64,59.36,,33.434,1275.271,1.353,0.01271,61.65,80.19,26.21,54.04,1920,1080
data\train\images\20230917-060502-IPC608_8B64_165.jpg,train,20230917-060502-IPC608_8B64_165.jpg,20230917-060502,42.36,57.64,,34.974,2143.047,1.2425,0.01677,66.87,65.68,40.85,30.2,1920,1080
data\train\images\20230917-061001-IPC608_8B64_165.jpg,train,20230917-061001-IPC608_8B64_165.jpg,20230917-061001,37.09,62.91,,36.989,1878.346,1.2166,0.01588,73.7,70.11,44.27,35.4,1920,1080
data\train\images\20230917-061501-IPC608_8B64_165.jpg,train,20230917-061501-IPC608_8B64_165.jpg,20230917-061501,36.61,63.39,,37.385,1939.63,1.1948,0.01642,75.04,69.08,47.15,32.24,1920,1080
data\train\images\20230917-074001-IPC608_8B64_165.jpg,train,20230917-074001-IPC608_8B64_165.jpg,20230917-074001,41.76,58.24,,36.953,2756.64,1.1512,0.01919,73.58,55.43,52.92,15.91,1920,1080
data\train\images\20230917-074501-IPC608_8B64_165.jpg,train,20230917-074501-IPC608_8B64_165.jpg,20230917-074501,44.82,55.18,,35.635,2957.241,1.1421,0.02005,69.11,52.07,54.12,10.87,1920,1080
data\train\images\20230917-075501-IPC608_8B64_165.jpg,train,20230917-075501-IPC608_8B64_165.jpg,20230917-075501,58.03,41.97,,32.963,4680.433,1.1412,0.02171,60.05,23.27,54.25,1.15,1920,1080
data\train\images\20230917-083501-IPC608_8B64_165.jpg,train,20230917-083501-IPC608_8B64_165.jpg,20230917-083501,51.96,48.04,,34.867,4088.517,1.1295,0.02135,66.51,33.17,55.8,3.26,1920,1080
data\train\images\20230917-084501-IPC608_8B64_165.jpg,train,20230917-084501-IPC608_8B64_165.jpg,20230917-084501,58.27,41.73,,32.671,4745.086,1.1185,0.02251,59.06,22.19,57.25,0.0,1920,1080
data\train\images\20230917-091001-IPC608_8B64_165.jpg,train,20230917-091001-IPC608_8B64_165.jpg,20230917-091001,45.67,54.33,,34.904,2753.541,1.1515,0.02113,66.63,55.48,52.89,4.51,1920,1080
data\train\images\20230917-092001-IPC608_8B64_165.jpg,train,20230917-092001-IPC608_8B64_165.jpg,20230917-092001,59.16,40.84,,34.411,5389.242,1.1192,0.0236,64.96,11.43,57.16,0.0,1920,1080
data\train\images\20230917-094501-IPC608_8B64_165.jpg,train,20230917-094501-IPC608_8B64_165.jpg,20230917-094501,40.11,59.89,,37.832,2618.814,1.238,0.01567,76.56,57.73,41.43,36.64,1920,1080
data\train\images\20230917-101501-IPC608_8B64_165.jpg,train,20230917-101501-IPC608_8B64_165.jpg,20230917-101501,31.87,68.13,,40.136,1583.858,1.1805,0.01839,84.37,75.03,49.04,20.62,1920,1080
data\train\images\20230917-102001-IPC608_8B64_165.jpg,train,20230917-102001-IPC608_8B64_165.jpg,20230917-102001,30.84,69.16,,38.771,1059.9,1.2037,0.0169,79.74,83.78,45.97,29.4,1920,1080
data\train\images\20230917-102501-IPC608_8B64_165.jpg,train,20230917-102501-IPC608_8B64_165.jpg,20230917-102501,34.77,65.23,,39.393,1977.853,1.1654,0.01893,81.85,68.44,51.05,17.45,1920,1080
data\train\images\20230917-110001-IPC608_8B64_165.jpg,train,20230917-110001-IPC608_8B64_165.jpg,20230917-110001,24.13,75.87,,41.088,669.596,1.1993,0.01438,87.6,90.31,46.57,44.26,1920,1080
data\train\images\20230917-111001-IPC608_8B64_165.jpg,train,20230917-111001-IPC608_8B64_165.jpg,20230917-111001,20.41,79.59,,42.902,598.094,1.1649,0.01439,93.75,91.5,51.12,44.19,1920,1080
data\train\images\20230917-120001-IPC608_8B64_165.jpg,train,20230917-120001-IPC608_8B64_165.jpg,20230917-120001,23.48,76.52,,41.577,889.04,1.2065,0.0122,89.26,86.64,45.61,57.05,1920,1080
data\train\images\20230917-121501-IPC608_8B64_165.jpg,train,20230917-121501-IPC608_8B64_165.jpg,20230917-121501,27.88,72.12,,38.937,893.666,1.2354,0.01225,80.31,86.56,41.79,56.75,1920,1080
data\train\images\20230917-130002-IPC608_8B64_165.jpg,train,20230917-130002-IPC608_8B64_165.jpg,20230917-130002,23.97,76.03,,40.07,605.213,1.2265,0.01109,84.15,91.38,42.97,63.62,1920,1080
data\train\images\20230917-171001-IPC608_8B64_165.jpg,train,20230917-171001-IPC608_8B64_165.jpg,20230917-171001,29.13,70.87,,38.617,1089.566,1.2438,0.0116,79.22,83.29,40.67,60.59,1920,1080
data\train\images\20230917-171501-IPC608_8B64_165.jpg,train,20230917-171501-IPC608_8B64_165.jpg,20230917-171501,31.03,68.97,,37.544,1108.041,1.2502,0.01191,75.58,82.98,39.82,58.77,1920,1080
data\train\images\20230917-173501-IPC608_8B64_165.jpg,train,20230917-173501-IPC608_8B64_165.jpg,20230917-173501,30.76,69.24,,37.452,912.538,1.3235,0.00961,75.27,86.25,30.13,72.27,1920,1080
data\train\images\20230917-174501-IPC608_8B64_165.jpg,train,20230917-174501-IPC608_8B64_165.jpg,20230917-174501,51.97,48.03,,25.644,857.94,1.5075,0.01062,35.24,87.16,5.78,66.34,1920,1080
data\train\images\20230918-055002-IPC608_8B64_165.jpg,train,20230918-055002-IPC608_8B64_165.jpg,20230918-055002,53.13,46.87,,27.593,1579.439,1.4816,0.01209,41.84,75.1,9.2,57.69,1920,1080
